Text,Count,Weight
Lincoln,1,0.001347709
Little,1,0.001347709
Britain,1,0.001347709
Loampit,1,0.001347709
Lordship,1,0.001347709
Lorne,1,0.001347709
Loughborough,1,0.001347709
Robert,1,0.001347709
Lyndhurst,1,0.001347709
Lynx,1,0.001347709
Macdonald,1,0.001347709
Maiden,1,0.001347709
Malcolm,1,0.001347709
Malden,1,0.001347709
Farm,1,0.001347709
Mantle,1,0.001347709
Mare,1,0.001347709
Marlpit,1,0.001347709
Middleton,1,0.001347709
Minster,1,0.001347709
Mitre,1,0.001347709
Montague,1,0.001347709
Montrose,1,0.001347709
Moor,1,0.001347709
Mortgramit,1,0.001347709
Mortlake,1,0.001347709
Mount,1,0.001347709
Villas,1,0.001347709
Mulgrave,1,0.001347709
Neasden,1,0.001347709
Norwood,1,0.001347709
Nursery,1,0.001347709
Omeara,1,0.001347709
Orchard,1,0.001347709
Ordnance,1,0.001347709
Paddington,1,0.001347709
Taxi,1,0.001347709
Rank,1,0.001347709
Padfield,1,0.001347709
Parkside,1,0.001347709
Parsons,1,0.001347709
Pearson,1,0.001347709
Pembury,1,0.001347709
Penge,1,0.001347709
Pevensey,1,0.001347709
Pilgrim,1,0.001347709
Pitsea,1,0.001347709
Plough,1,0.001347709
Point,1,0.001347709
Popes,1,0.001347709
Poyser,1,0.001347709
Preb,1,0.001347709
Of,1,0.001347709
Wales,1,0.001347709
Queen,1,0.001347709
Elizabeth,1,0.001347709
Ramsay,1,0.001347709
Randolph,1,0.001347709
Ravensbourne,1,0.001347709
Raynes,1,0.001347709
Reading,1,0.001347709
Reigate,1,0.001347709
Rich,1,0.001347709
Robeson,1,0.001347709
Rollins,1,0.001347709
Rosale,1,0.001347709
Rounton,1,0.001347709
Route,1,0.001347709
Rye,1,0.001347709
Sail,1,0.001347709
Salter's,1,0.001347709
Sanderstead,1,0.001347709
Sandown,1,0.001347709
Sanford,1,0.001347709
Scoresby,1,0.001347709
Sebert,1,0.001347709
Seymour,1,0.001347709
Shakespeare,1,0.001347709
Sheepcote,1,0.001347709
Shirehall,1,0.001347709
Shoe,1,0.001347709
Shorts,1,0.001347709
Sidworth,1,0.001347709
Silchester,1,0.001347709
Skeltons,1,0.001347709
Smugglers,1,0.001347709
Spurstowe,1,0.001347709
James,1,0.001347709
Loys,1,0.001347709
Mark's,1,0.001347709
Mary's,1,0.001347709
Pancras,1,0.001347709
Stracey,1,0.001347709
Streatham,1,0.001347709
Strode,1,0.001347709
Studland,1,0.001347709
Swandon,1,0.001347709
Syon,1,0.001347709
Court,1,0.001347709
Telford,1,0.001347709
Tesco,1,0.001347709
Carpark,1,0.001347709
Ams,1,0.001347709
Side,1,0.001347709
Colt,1,0.001347709
Throwley,1,0.001347709
Thurston,1,0.001347709
Tiepigs,1,0.001347709
Townmead,1,0.001347709
Toynbee,1,0.001347709
Trussley,1,0.001347709
Tudor,1,0.001347709
Turkey,1,0.001347709
Unbrook,1,0.001347709
Urlwin,1,0.001347709
Vansittart,1,0.001347709
Vera,1,0.001347709
Village,1,0.001347709
Wagtail,1,0.001347709
Wallis,1,0.001347709
Wandsworth,1,0.001347709
Warburton,1,0.001347709
Warner,1,0.001347709
Waterson,1,0.001347709
Watney,1,0.001347709
Wedderburn,1,0.001347709
Wellington,1,0.001347709
Whatley,1,0.001347709
Whiston,1,0.001347709
White,1,0.001347709
Hart,1,0.001347709
Whitehall,1,0.001347709
Windermere,1,0.001347709
Windmill,1,0.001347709
Winston,1,0.001347709
Witan,1,0.001347709
Wolvercote,1,0.001347709
Woodgrange,1,0.001347709
Woodlands,1,0.001347709
Woodmansterne,1,0.001347709
